Tweet	lang
jo pti kay log esko galian d y rhe th wo sharam se doob maray	Roman Urdu
harami hai tu	Roman Urdu
ahmednaeem75 ajaykantfl sbsamanbutt ayushmannk dessssiis imrankhanpti ik apni char biwiyon ko nahi sambhal pa	Roman Urdu
ghummans h ali sir ji kidr sara maza kharab kr dia en dono kam zarfon ka name ik k sat le k	Roman Urdu
pti ka parvez ktk ko dubara cm kpk banane ka faisla geo news	Mixed
just ik ko glt mat bolyyy bolna ha saza deni ha to 2nu ko saza dalway na ik ko kuuuu	Roman Urdu
naya pakistan mubarak pti electionpakistan2018 primeministerimrankhan pakistan	Mixed
cmshehbaz aap logon ko ik or pti walon ki bad dua lag gai hey or is qom k mazloom awam ki bhi apnay gareban me jhanko	Roman Urdu
rehamkhan1 pmln ne book ki baaqi payment rook li hai	Mixed
punjab mein pml n k supporters ko aur karachi mein mqm k supporters ko convince karna na mumkin hai electionpakistan	Mixed
itsdiamalik pti ki jeet ki khushi	Roman Urdu
georeportcard opposition ko chahye k pti ko pora moqa day tabdeeli lnay ka achay kaam ko support karay boray kaam ko rokay	Roman Urdu
maryamayyy allah kary naa mily but pti ha kuch b ho skta	Mixed
jahangirtareen guzara nh kisi ka bi mqm k siwa	Roman Urdu
ab pti walon ko bura bhala nahi kahunga kasam se	Roman Urdu
dubara ginti pe pti kitni seats haar chuki ha ab tk	Mixed
aghr aisa h tu 2013 me pti kiyun ne chup kar k har taslim kar k baithe kiyun dharna diya	Roman Urdu
rukna nahi jhukna nahi naye pakistan ki umeed jagayi re he came he conquered alhamdulillah welcomekingkhan nayapakistan	Mixed
waqyounis99 imrankhanpti waqar bhai you are also our hero pti zindabad	Mixed
2018 main 90 s ka daur wapis ata nazar araha hai welcomekingkhan primeministerimrankhan	Mixed
vote tujhe nahi ik ko milay hain zyada uchhal nahi	Mixed
mqm ka bharosa nahi karna chahiyay pti ko bhi drama baz hain ye	Roman Urdu
nai palat raha pti wining majority from all over pakistan	Mixed
ayi ayi pti ayi	Roman Urdu
agr pti k elawa ye parties aik hogai to kya phr imran khan ki hakumat ayegi iqrarulhassan waseembadami	Roman Urdu
literally bheek hi maangraha ke imran khan plz wahan se chhordo	Mixed
attock pindi chakwal jehlum main se aik seat bhi nahi mili gujrat main sirf aik seat	Mixed
07 ejaz imran khan will be taking oath on as the pm of pakistan insha allah pmimrankhan pti pakistanzinda	Mixed
mubasherlucman faujj aur ik k tattoo zalil honey ka waqat aap ka shuru ho gya hai seat belt baandh lo iss	Mixed
boht laug zakhmi ho gae hain pti jeet gaee hai na issi liye in se hazam nhi hua	Roman Urdu
saray punjab ka paisa lahore ka laganay ka bawajood har jatay lahore polay badshoo ka lia pmln ka lahore ma kafi ker dia tah it was on cards	Mixed
are tv media waalon yeh batao yeh kobra imrankhan new pm pakistan ke sar par kar kya raha hai not needed	Mixed
pehli hukoomat hogi jo diesel ke bagher chalegi primeministerimrankhan	Mixed
ppp leaders k ik kabi ittehad ni kary g wait see	Mixed
khsaad rafique bus krdoo bhaiiii rona chordoo 5 saal stay lekaayyy kaaat liyaa time abb bus krdoooo imrankhan	Mixed
kch bhi hu magr pakistan ka ab bhala zaroor hoga	Roman Urdu
pmln kahti hai ke dhandli howy ye pakistan ke ayen ki khilaf warzi kar rahe hai imran khan sab nea kaha jaha ap kahain halka khulawa laye	Roman Urdu
allah apka subsy yada shukriya apny humain is mukhlis or sanjeda emandaar samajhdar or sabsy barh k hamdard leader diya	Mixed
pti k jetene pr indian government pareshan hai	Mixed
pti kay liye bhut mehnat ki hai	Roman Urdu
han bhai kon bol rha tha k mqm khatam ho gyi p p p p	Roman Urdu
sariasiddiqui zaidzamanhamid hello sir sab nhn ha hum b pti waly hn n aap ki izat karty hn n ap k in alfazon par afsos horha h aap si	Roman Urdu
hussain nsharif tu bakwas band kar apni soch hon ki hova ga twda nal pti di hukmat aa gai aa	Roman Urdu
hum karachi walay 2013 me b vote imran khan ko hi dene nikle the but jab polling station ja k pata chala tha k vote to pehle hi mqm ko dal chuka hy ap aram se ghar jaen	Roman Urdu
imran khan jo kaha wo ker k b dikhaya may god give him strength to pull pakistan out of the dark	Mixed
ap jo halqay kahen gey mai wo sub khulwaon ga says imrankhanpti such grace allah qubul farmaye electionresults2018	Mixed
frehmand mehboobhassann jahil points hai yeh patwari ho bhai ap wese tumhara kon pmln sy misnister bana	Mixed
aftabiqbalpk picsnart22 bilkul sir pure koum una salam pash krte haa waka mard mojhid haa naa koye kurse na koye matlb	Roman Urdu
kiya ik pak k aallah na kery last pm baney ja rahy hain jo pm governor house etc ko hotel uni banany ja rahy hain	Mixed
jacobabad pti k muhammad mian soomro ki kamyabi p hamiyon ka jashen nare raqs	Roman Urdu
ik zinda bad jab say imran sir iqtidar me aye hen pakistan bolny lga h such or jhoot me frq krny lga hy	Roman Urdu
jab aap ko kisi ki choti choti baat bhi achi lagni lagye or jab aap kisi k baghair ik minute bhi nahi guzar saktaye	Roman Urdu
i m not crying okk ye koi aas paas pyaaz kaat raha hai	Mixed
pti karachi nay itna kam nahi kia par results pti lahore say behtar hain	Roman Urdu
allah ki ksm bht khushi ho rhi ik ko dekh kr	Roman Urdu
hamza shehbaz keh raha hai ke nawaz ne imran khan ko kp mai hakuumat bananey di thi aap humain punjab mai bananay dein	Roman Urdu
zaror karioo shock say karioo hehe	Roman Urdu
vote ko izzat dy di he aur chahiye kia btw i miss you maryamnsharif	Mixed
psp is going to central jail wo shaks khud ko kahan le aaya	Mixed
samajwadiparty jab sarkar me mp mla ki hi nahi suni jati too ik aam aadami ki kon sunta h ye bjp valo ko sochna	Roman Urdu
fahimmangal pakistan ke tumam pmln ke workers ne vote ko izat dilwaney ke liye apni apni behnon ki choot ke mun kh	Roman Urdu
kamyabi mubarak ho	Roman Urdu
abidifactor pti imran khan 91358 mqm abidi khota 24082 bhai baat karna sa pahla apna vote dekh lay	Mixed
waisay umair bhai mqm ki ye haalat hogi aur is tara bajaai jaey gi kbi socha na ta	Roman Urdu
pti key karachi may dabang entry 11 na seats jeet gaye patang ko kat diya dolphin ko dabo diya primeministerimrankhan	Mixed
asadali67942947 acha mazak kr laty hn pmln wala	Roman Urdu
thapa mafia mqm nahi achasorry	Mixed
sab naye pakistan ki khushi mana rhy aur patwari log ludo star ka partner dhoond rhy primeministerimrankhan	Mixed
ksmy mry pass ss b hai vote pti ko dal kr ay hain yeh sahab	Roman Urdu
from a whatsapp group nawaz shareef ki zindagi mein 2 kaptaan aye ek unki beti le gaya dusra unki kursi	Mixed
madam ajj app ne ik ko galian nh dani	Mixed
neck to neck muqabla hota to tb bat thi adam aehtemaad laa kar ik ko pressure mien laya ja skta tha	Mixed
main ja raha hoon bahir khana khane aur main dikhoon ga ke main bahir bi khana kha sakta hoon mujhy yeh bindii n	Mixed
govt banana pti ka haq hai usay moqa milna chiay kamzor hakomat say mazbot hizbay ehtalaf zaida bahtar ha	Roman Urdu
salam hai unn pay jinhoo nay issay khabees ko vote dia hai aur salute khalai makhlooq ko jo issay pm bana rahay he	Roman Urdu
imran khaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaan imrankhan	Roman Urdu
kisi ne yahoodi bnaya kisi ne nashai bnaya to kisi ne zaani bnaya lkn allah ne ik ko pak ka wazir e azam bnaya	Roman Urdu
mansoor ali janab koe opposition ke parties jo aaj sb akhti ho rhe hain in k past mn koe byaan yad hain ya sirf ik he nishana hy	Mixed
etny tou pti ko vote nahi pareh jitni tum nay tweet daldi hiba	Mixed
imrankhanpti nazar utaarain aur sadqa de dein bas poori pti ka electionpakistan2018results	Mixed
wo bichara tou app sey b chota hi es ko kya samj ata hi parchi dek kar bolta hiii	Roman Urdu
anis farooqui hahaha apki mqm haar gai aisay karway tweets	Roman Urdu
arey nahi yahan construction ho rahi new power lines lag rahi masha allah pti	Mixed
irumf yeh mqm haqiqi1 kay leader afaqahmed ka bhi abb rona dhona shuru bhi grow up u leaders	Mixed
punjab hakumt banany k liye 149 seats dr kar ab tk ki party position pti 122 pml 122 azad 27 ppp 5 q l 3	Mixed
pakistantv tv punjab assembly se jeetny walay 4 azad arkan ka pti may shamoliyat ka faisla	Roman Urdu
is se b kam hona ik a gya	Roman Urdu
xmowais yeh purana pakistan ka cup ha jao nayapakistan ka apna le ao bc	Roman Urdu
javedchaudhry kon sy shikast kaha hoe hai imrankhan ka pahla election nae yad ap ko banda to ak b kafy hota hai	Roman Urdu
aamirliaquat dekhein hum nay ap ko bhi jitwa dya yaqeen ni aa raha na this is pti	Mixed
kho dia h meine khud ko jab say h hum ko paya nayapakistan	Roman Urdu
imrankhanpti fawad chowdry jaisey looty ku cm punjab pti k pass koi loyal banda nahi hay punjab may	Mixed
pmln ki haar tu khalai makhlooq smj ati ha but meri khushi ka main reason ajj ayazsadiq122 ki jeet ha sarda	Roman Urdu
smq khud pp ki seat haar gia pmln ky pass thaa hi kuch nhi multan main kal ky bachy sy smq haar gia	Mixed
sab khushi kay bajay baja rahay hain but i m just sad dr yasmin rashid lost how could you lahore	Mixed
pti won from na253 aka nine zero	English
kiya imran khan kam seats ki wajah se pm nahi ban sakte hamid mir telling the reality	Mixed
bas kar du ik ko pesh karna apni ab kyon moun khulwatay ho social media per rehnay du hamay tameez kay dairay mein	Roman Urdu
mediic93 imrankhanpti mengal k sath ik ki achi banti hai	Roman Urdu
imrankhan feeling proud allhamdoillah	Mixed
wajih sani mjaved m haha khawaja asif rana sanaullah ayaz sadiq kya pti k leader hen	Mixed
ajeeb o gareeb he elections huwe hain wesa kisi ko kch samajh nahi aya aur kaam bhi hogya electionpakistan2018	Mixed
sab se aham punjab ko en zalimo se azad krna hai 35 saalo se loota har sorat pti punjab mey govt banaye gy	Mixed
yeh kashmir lekar india ko punjab dai dou bc itnay saaray votes daal liye pmln ko in chutiyo ne	Mixed
khalaai khotey apki baaji k ghar	Roman Urdu
kal imran khan ki jeet k baad allah ne apni rehmat bersa k pakistan ko pak kr dia sari gandagi se primeministerimrankhan nayapakistan	Mixed
ik is moodi yaar moodi ka jo yaar he gadaar he gadaar he	Roman Urdu
niyazee26 yar bat confirm ho to btaya kro hawai fire nahi in halat mn koi azad umedwar pmln ko support nahi kry ga thora damag ka bhi istemal kro un ko jo khalai makhlok kahy gy wo krain gy	Mixed
aaao jee aaao dhandli hui hai naaa to mai ur ik mil kr investigate krengy pakistan has been started its journey to nourishment	Mixed
afaq sharif han to phir aisi seat bai chunni thi na jo last minute gand lagay ab usi mun say jeetnay wakay ko keh	Mixed
hum unn saaray halqon mein investigation k liye tayyar hein jahan opposition kah rahi hai k dhandli hui imran khan pti	Mixed
mqm k electables haaar gaye aur nazarya jeet gaya zati mafaad haar gaya ijtimaiat jeet gaye	Mixed
allah kry aesa na ho ppp na ho pti ko dakhty haii kia tabdeli latii	Roman Urdu
sir shukria i know you also love ik but islaah bhi matloob hutti hy or ye islaah apno k lyee hi hutti hy	Mixed
sillanwali pti walo aj sham 4pm bally k kul parhaye jaye gay guzarish ha kul me shareek hokr swab hasil kry	Roman Urdu
mai imran khan bol raha hu phone mat kaatiyega	Roman Urdu
umarcheema1 betterpakistan pmln org maryamnsharif cmshehbaz chamat marnay ko dil kar raha hai tum sb ko	Roman Urdu
jisko dhandhli ka shaq he wo btaye hum uski madad krenge or wo halkay ki info denge yeh leadership ni to kya he	Roman Urdu
love you sir hamara candidate to na 240 se haar giya hamara pursan e haal kon ho ga	Mixed
asaptweetme anihachaudhry subhan allah yani ap half uthanay ko tayar hn k pti wale saray masoom farishtay hn aur	Roman Urdu
breaking k n shah gair hatmi gair sarkari nataej ke mutabiq ps83 par ppp 51989 aur pti ne 38900 vote hasil kiye	Mixed
hinaparvezbutt siasatpk teray kolo poucheya ae yeh hum pti walo ki apas ki baat hai	Roman Urdu
glad mind pp125 faisal hayat pp 127 mehr aslam from jhang joining pti	English
nazbaloch bbhuttozardari pti yad tau arahi hogi	Roman Urdu
itahirmasood nahi mujhay tw is liye acha lag raha hai kyu k mera pehla vote tha aur wo bhi pti ko	Roman Urdu
asmapatelhotma1 pti insafiyan independent win now in pti	English
woh poochna tha 200 arab dollar kab a rahay hain pakistan nayapakistan	Mixed
hamzassharif pti doesnt have magic no 137 imran ek din ka pm sarkar gir jayegi	Mixed
na 237 malir se pp k a hakeem baloch ki votes ki ginti ki darkhuast mustarad pti k jameel ahmed khan ki jeet ka faisla barqrar kashifsmu	Roman Urdu
nayapakistan men mely babu ny thana thaaya kehny waly ko jismani remand py jail bhej dena chaiye	Roman Urdu
iamhamzaabbasi speech by ik is best ever woh dil ke awaz thi or alhamdullilah hum jeet gaye hai	Mixed
karachi pti ka gar ban gya hai electionpakistan2018 primeministerimrankhan	Mixed
moulanafazlurrehman ko akela kharra dekh kar afsoos ho raha he kiya faida mukhalfat ki jang me aap apne hee logo ka aytebaar nahi jeet sakey imrankhanpti ko moulanafazlurrehman sb aap apne is mulk ka primeministerimrankhan maan len please	Mixed
bb ka beta darny wala nh electionpakistan2018 bilawalbhutto massiverigging lyari	Mixed
aamirliaquat pti khi bakki sb tou theek hai ik ny speech mai btaya ni k president mamnoon ka kya krna hai abb	Mixed
khsaad rafique ab gadhay try muqabaly k lye pti k kce b karkun ko ticket dy dty tu jeet jata tu kya cheez hai	Roman Urdu
xaheer444 umerelyas geonews urdu mqm walay mil bhi gaye tau sirf 1 seat say banay ga ik pm sahi calculation ki hai est nay	Mixed
punjab main pml n ki jeet se andaza hota hai k jahalat ub bhe khatam nae hui lahoriyoun dimagh b baich dya hai tum logo ne	Roman Urdu
pti won from na 241 karachi karachi waloooooo kamal krteeeeee hooooo	Mixed
allah in logo pr apna azaab nazil karay	Roman Urdu
nayapakistan mumkina cm punjab dr yasmeenrashid	Mixed
o bhai agar performance ki baat ki jaye tou kp main pti ki 15 20 seats thi	Roman Urdu
ik ko asani se pm ni banny de gy opposition	Mixed
mujhe nahi lgta ik use ghaas daale ga	Roman Urdu
chaand me pakistan ke new pm ki tasveer hai khud bh dekhain aur ye msg sb ko bhejain koe mehrom na rehe primeministerimrankhan	Mixed
jis tarah ns ko oopr lai thi establishment usi trah ik ko lai hai dhakkan na hon to itni c bat samjh nhi ati	Mixed
dil khush kar dit ta ae mqm ka safaya or yeh khi voted their hearts out	Mixed
khsaad rafique murtazasolangi khawaja saab aaj train main travel kar rha tha or aapky harny ka dukh horha tha n sorry my vote wasn t in your constituency i would definitely vote ik to ny kahen or say jeet hi jana tha but your presence would make assembly more beautiful	Mixed
na248 hamara halkaa hae yeh news theek nae haee	Mixed
naziarubbani fawadchaudhry imrankhanpti jahangirktareen mqm ny shyd nawaz shareef k liye b vote kiya tha	Roman Urdu
rehamkhan1 mrs aap ny b i think pti ko hi vote cast kiya hoga aap ka andar sy dill rota hai pti k liye	Mixed
sindhi qaum ka kehna he k agar imran khan khan ni blk imran bhutto hotey tou hum useey zaroor vote dete nayapakistan	Roman Urdu
punjab aur kp main tu ban gai balochistan main b ban jy shyd	Roman Urdu
deikho ex cm punjab ke khufya biwi kis tarah utha rahe unke chahne walun ke	Mixed
ye pmln nahi hain jhot na bholo ye sary ahlisunnat wali jumat k bandy hain	Roman Urdu
itni nafrat kartay ho ik say doob maro	Roman Urdu
kpk pti chirmn imran khan ka banigala m ahm ijlas or bilwal bhuttoz k blawal huose m ijlas jari imran khan 5 pm ko qoam s khusosi khtab krgy	Mixed
khuda se manga howa ik shakhs yaro khuda k bando ne chen lya hm say	Roman Urdu
khsaad rafique apko dhandali alhumdulillah the better man won ik zindabaad	Mixed
arshad geo unke andar zara si bhi shaam hogi to wao pti ka sath nahi denge waise on ko hukumat mein rhne ka shauk hai	Roman Urdu
fury484 abidifactor aur mqm pataa nai kab kuch achaa karegi hamare liye to much disappointment	Mixed
hamain pakistan k liye imrankhan pe barosa karna chahyi or guzishta baaton ko bhool jana chahyi ye hum sab k liye acha hai	Roman Urdu
mulana ki imram khan ko miss calls khan nay number block kr diya electionpakistan2018	Mixed
ajkal pti k shaydai bany hoy hn wakeel ho k koch na koch lalach dil mi bitti hy	Roman Urdu
ro patwari ro lgta he mochi arrange krna paray ga	Roman Urdu
sairah92 ifatimaalasadi ye ab pti me hain jee dil pe pathar rkh kr logon ny inko vote dya	Roman Urdu
komlsays ju ik ko pasand hai wohi hamri pasand	Roman Urdu
game nai apna badla lega 2008 wala jab pmln ne forward block banaya tha pmlq me	Mixed
mahwashajaz pmln ki auratain b gullu butt sy km nahi hoten p kia fark parta ha phir	Roman Urdu
pti ko vote pakistan ne dia tumse kisi ne raaye nahi mangi apni bakwaas jaari rakho pakistan ko farq nahi parta	Mixed
aamirs batman huhh jalne wale ik din jal jal k hi mar jayen ge	Roman Urdu
archimalik irumf nasimasardar imrankhanpti agayae motay sandh walay karachi rejects mqm	Mixed
aj mein itna khush mere pass lafz nhi hai beyan kar sakoon love u alot imrankhanpti congratulation imran khan pti	Mixed
don t abuse pmln supporters just say wazeer e azam imran khan and run	Mixed
insha allah ta ala mere quaid imran khan khudko proof karenge aur ek din her khota khor jahil putwari unhe prime minister maan lega	Mixed
na 73 main ab udarofficial k ilawa ab koi manzoor nahi please koi yhan se bhi pmln ko bhaga de	Mixed
jm hyung ab tu ik ban gaya ha pm ab kaya ham pakistan ja sakhta hain sg bass dua karo imrankhanpti	Mixed
nehaaamer shahbazzahid tm pti walo k mu py tmancha	Roman Urdu
khanzahraaali ghalt lagta hai mqm ko ab hi tu mauka mila hai govt main anay ka yh pp k sath rahy tu kuch nahin milna inko	Mixed
hamare wala to awam ke paise ko apne abbu jaan ka paisa samajhta hai de dana dan udaa raha hai 4 saal se	Roman Urdu
mera dard sari dunya mera hosla bus ik tum	Roman Urdu
breaking news pti charman imran qoam se khtab aur pak sistm agnda ko durst karne manshor pesh kr rahe hai	Mixed
